"","n_injured","n_killed"
"209571",0,1
"209572",0,0
"209573",0,0
"209574",0,0
"209575",1,0
"209576",1,0
"209577",1,0
"209578",0,0
"209579",0,1
"209580",0,0
"209581",0,0
"209582",0,1
"209583",1,0
"209584",1,0
"209585",0,1
"209586",1,0
"209587",2,0
"209588",1,0
"209589",0,0
"209590",0,2
"209591",1,0
"209592",0,1
"209593",1,0
"209594",2,0
"209595",0,0
"209596",1,0
"209597",1,0
"209598",1,0
"209599",0,0
"209600",1,0
"209601",0,1
"209602",0,0
"209603",2,0
"209604",1,0
"209605",1,0
"209606",1,0
"209607",2,1
"209608",0,1
"209609",2,0
"209610",2,1
"209611",0,0
"209612",0,0
"209613",1,1
"209614",0,0
"209615",0,1
"209616",1,0
"209617",0,0
"209618",0,1
"209619",1,0
"209620",1,0
"209621",0,1
"209622",1,0
"209623",2,0
"209624",1,1
"209625",0,1
"209626",1,0
"209627",0,0
"209628",1,0
"209629",0,0
"209630",1,0
"209631",0,0
"209632",0,1
"209633",0,0
"209634",1,0
"209635",0,0
"209636",0,0
"209637",0,0
"209638",0,1
"209639",1,0
"209640",0,1
"209641",0,0
"209642",0,0
"209643",1,1
"209644",1,0
"209645",2,0
"209646",1,0
"209647",1,0
"209648",0,0
"209649",0,0
"209650",0,0
"209651",0,0
"209652",0,1
"209653",1,0
"209654",1,0
"209655",0,1
"209656",1,0
"209657",1,1
"209658",0,2
"209659",1,0
"209660",0,1
"209661",0,0
"209662",0,0
"209663",0,1
"209664",0,0
"209665",0,0
"209666",1,0
"209667",0,1
"209668",1,0
"209669",0,0
"209670",1,1
"209671",0,0
"209672",0,0
"209673",0,0
"209674",1,0
"209675",0,0
"209676",0,0
"209677",1,0
"209678",0,0
"209679",2,0
"209680",2,0
"209681",2,0
"209682",1,0
"209683",2,0
"209684",1,0
"209685",1,0
"209686",1,0
"209687",0,1
"209688",1,0
"209689",0,0
"209690",0,0
"209691",0,0
"209692",0,0
"209693",0,0
"209694",1,0
"209695",0,0
"209696",0,0
"209697",0,0
"209698",0,1
"209699",0,1
"209700",1,0
"209701",1,0
"209702",0,0
"209703",1,0
"209704",1,0
"209705",0,0
"209706",0,0
"209707",0,1
"209708",1,0
"209709",0,0
"209710",1,0
"209711",1,0
"209712",1,0
"209713",0,0
"209714",0,0
"209715",0,0
"209716",0,0
"209717",0,0
"209718",0,1
"209719",0,1
"209720",1,0
"209721",0,1
"209722",0,0
"209723",0,0
"209724",0,0
"209725",0,0
"209726",1,0
"209727",0,1
"209728",1,0
"209729",0,0
"209730",0,0
"209731",0,0
"209732",0,0
"209733",0,1
"209734",0,0
"209735",0,0
"209736",0,0
"209737",0,1
"209738",1,0
"209739",1,0
"209740",2,0
"209741",0,0
"209742",0,0
"209743",1,0
"209744",0,1
"209745",1,0
"209746",0,0
"209747",1,0
"209748",0,0
"209749",0,0
"209750",1,0
"209751",0,0
"209752",0,1
"209753",1,0
"209754",0,0
"209755",0,0
"209756",1,0
"209757",1,0
"209758",1,0
"209759",2,0
"209760",0,1
"209761",0,0
"209762",0,0
"209763",0,1
"209764",0,0
"209765",0,0
"209766",0,0
"209767",1,0
"209768",1,0
"209769",0,0
"209770",0,0
"209771",0,0
"209772",0,0
"209773",1,0
"209774",0,1
"209775",1,1
"209776",1,0
"209777",1,1
"209778",0,1
"209779",0,0
"209780",1,0
"209781",1,0
"209782",0,1
"209783",0,0
"209784",0,0
"209785",1,0
"209786",1,0
"209787",0,0
"209788",0,0
"209789",1,0
"209790",0,0
"209791",1,0
"209792",2,0
"209793",0,1
"209794",0,0
"209795",1,0
"209796",2,0
"209797",2,0
"209798",0,0
"209799",1,0
"209800",1,0
"209801",0,0
"209802",1,0
"209803",0,0
"209804",1,0
"209805",2,0
"209806",0,0
"209807",0,0
"209808",1,0
"209809",1,0
"209810",0,0
"209811",0,0
"209812",1,0
"209813",1,0
"209814",2,1
"209815",0,1
"209816",1,0
"209817",0,0
"209818",1,0
"209819",1,0
"209820",0,1
"209821",0,0
"209822",1,0
"209823",0,0
"209824",0,0
"209825",0,1
"209826",2,0
"209827",1,0
"209828",0,0
"209829",0,0
"209830",0,0
"209831",1,0
"209832",0,1
"209833",1,0
"209834",0,0
"209835",1,0
"209836",1,0
"209837",0,0
"209838",1,0
"209839",1,0
"209840",0,1
"209841",0,0
"209842",0,0
"209843",0,0
"209844",0,2
"209845",0,0
"209846",3,0
"209847",0,1
"209848",0,0
"209849",0,0
"209850",0,0
"209851",0,0
"209852",1,1
"209853",0,0
"209854",0,1
"209855",0,0
"209856",0,0
"209857",1,0
"209858",1,0
"209859",1,0
"209860",0,0
"209861",1,0
"209862",3,0
"209863",1,0
"209864",0,1
"209865",0,1
"209866",1,0
"209867",1,0
"209868",1,0
"209869",1,0
"209870",1,0
"209871",0,1
"209872",0,0
"209873",1,0
"209874",0,0
"209875",0,1
"209876",0,0
"209877",0,0
"209878",0,0
"209879",0,0
"209880",1,0
"209881",2,0
"209882",0,0
"209883",0,1
"209884",1,0
"209885",1,1
"209886",0,0
"209887",1,0
"209888",1,0
"209889",0,1
"209890",1,0
"209891",1,0
"209892",1,0
"209893",0,3
"209894",0,2
"209895",0,0
"209896",0,0
"209897",0,1
"209898",1,0
"209899",0,0
"209900",1,0
"209901",0,0
"209902",0,0
"209903",1,0
"209904",0,0
"209905",1,0
"209906",0,0
"209907",1,0
"209908",1,0
"209909",0,0
"209910",2,0
"209911",0,0
"209912",0,1
"209913",2,0
"209914",1,2
"209915",1,0
"209916",0,1
"209917",0,0
"209918",1,0
"209919",1,0
"209920",0,0
"209921",1,0
"209922",0,1
"209923",1,0
"209924",1,0
"209925",1,0
"209926",1,0
"209927",2,0
"209928",0,0
"209929",0,1
"209930",0,0
"209931",0,0
"209932",1,0
"209933",0,0
"209934",1,0
"209935",0,0
"209936",0,1
"209937",1,0
"209938",1,0
"209939",0,0
"209940",0,0
"209941",0,0
"209942",0,0
"209943",0,0
"209944",1,0
"209945",0,1
"209946",0,0
"209947",2,0
"209948",1,0
"209949",1,0
"209950",1,0
"209951",3,0
"209952",1,0
"209953",0,2
"209954",0,0
"209955",3,0
"209956",1,0
"209957",1,0
"209958",1,0
"209959",1,0
"209960",1,0
"209961",0,0
"209962",0,0
"209963",0,1
"209964",1,0
"209965",0,0
"209966",0,1
"209967",0,2
"209968",1,1
"209969",1,0
"209970",1,1
"209971",1,0
"209972",5,0
"209973",1,0
"209974",0,0
"209975",0,1
"209976",1,0
"209977",1,0
"209978",0,0
"209979",2,0
"209980",1,0
"209981",1,0
"209982",0,0
"209983",0,0
"209984",0,1
"209985",1,0
"209986",1,0
"209987",0,0
"209988",2,1
"209989",0,0
"209990",0,1
"209991",0,1
"209992",0,0
"209993",0,0
"209994",1,0
"209995",0,0
"209996",1,0
"209997",1,1
"209998",0,0
"209999",1,0
"210000",0,1
"210001",2,0
"210002",0,0
"210003",4,1
"210004",0,1
"210005",0,2
"210006",0,2
"210007",1,1
"210008",1,0
"210009",1,0
"210010",1,0
"210011",1,0
"210012",0,0
"210013",0,1
"210014",0,0
"210015",1,1
"210016",0,0
"210017",0,1
"210018",1,0
"210019",0,0
"210020",1,0
"210021",1,0
"210022",2,0
"210023",0,0
"210024",0,1
"210025",0,0
"210026",0,0
"210027",0,1
"210028",0,0
"210029",2,0
"210030",0,1
"210031",1,0
"210032",0,0
"210033",1,0
"210034",0,2
"210035",1,0
"210036",0,1
"210037",2,0
"210038",0,0
"210039",0,0
"210040",1,0
"210041",0,1
"210042",1,0
"210043",0,0
"210044",0,0
"210045",3,0
"210046",1,0
"210047",1,0
"210048",0,1
"210049",1,0
"210050",1,0
"210051",1,0
"210052",0,1
"210053",0,0
"210054",0,1
"210055",1,0
"210056",0,1
"210057",0,1
"210058",0,0
"210059",0,0
"210060",0,0
"210061",0,1
"210062",1,0
"210063",0,0
"210064",1,0
"210065",0,0
"210066",0,1
"210067",0,0
"210068",0,1
"210069",2,0
"210070",0,0
"210071",2,2
"210072",2,0
"210073",0,1
"210074",4,0
"210075",1,0
"210076",0,0
"210077",1,0
"210078",1,1
"210079",0,0
"210080",0,0
"210081",0,1
"210082",0,0
"210083",1,0
"210084",0,0
"210085",1,0
"210086",3,0
"210087",2,0
"210088",0,1
"210089",1,0
"210090",0,0
"210091",1,0
"210092",0,0
"210093",0,0
"210094",0,0
"210095",0,0
"210096",0,0
"210097",0,0
"210098",0,0
"210099",0,0
"210100",0,1
"210101",1,0
"210102",1,1
"210103",0,0
"210104",0,0
"210105",1,0
"210106",2,1
"210107",0,1
"210108",0,0
"210109",0,0
"210110",1,0
"210111",1,0
"210112",0,0
"210113",0,1
"210114",0,0
"210115",0,0
"210116",0,0
"210117",0,1
"210118",0,1
"210119",1,0
"210120",1,0
"210121",1,0
"210122",1,0
"210123",1,0
"210124",1,0
"210125",0,0
"210126",1,0
"210127",0,1
"210128",1,0
"210129",0,0
"210130",0,0
"210131",0,0
"210132",0,0
"210133",0,0
"210134",1,0
"210135",0,0
"210136",1,0
"210137",1,0
"210138",0,0
"210139",1,0
"210140",0,1
"210141",1,0
"210142",2,0
"210143",0,0
"210144",1,0
"210145",4,0
"210146",2,0
"210147",0,1
"210148",1,0
"210149",0,0
"210150",0,0
"210151",1,0
"210152",1,0
"210153",3,0
"210154",1,0
"210155",0,0
"210156",0,0
"210157",0,0
"210158",0,0
"210159",1,0
"210160",1,0
"210161",1,0
"210162",1,0
"210163",1,0
"210164",1,1
"210165",1,0
"210166",0,0
"210167",1,0
"210168",0,0
"210169",1,0
"210170",1,0
"210171",0,0
"210172",2,0
"210173",1,0
"210174",1,0
"210175",1,0
"210176",1,0
"210177",0,0
"210178",1,0
"210179",1,0
"210180",1,0
"210181",0,1
"210182",1,0
"210183",1,0
"210184",1,0
"210185",1,0
"210186",1,0
"210187",0,0
"210188",0,0
"210189",1,0
"210190",0,0
"210191",0,0
"210192",1,0
"210193",0,1
"210194",1,0
"210195",1,0
"210196",1,0
"210197",1,1
"210198",1,1
"210199",0,0
"210200",0,1
"210201",1,0
"210202",2,0
"210203",0,0
"210204",0,1
"210205",0,0
"210206",0,0
"210207",0,0
"210208",0,0
"210209",2,1
"210210",1,0
"210211",0,0
"210212",1,1
"210213",2,1
"210214",0,0
"210215",1,1
"210216",1,0
"210217",0,1
"210218",0,0
"210219",0,0
"210220",2,0
"210221",1,0
"210222",1,1
"210223",0,1
"210224",0,1
"210225",1,0
"210226",1,0
"210227",0,0
"210228",1,0
"210229",2,0
"210230",1,0
"210231",0,0
"210232",0,0
"210233",2,0
"210234",0,0
"210235",1,1
"210236",1,0
"210237",3,1
"210238",1,0
"210239",0,1
"210240",1,0
"210241",0,0
"210242",1,0
"210243",0,0
"210244",1,0
"210245",0,0
"210246",1,0
"210247",1,0
"210248",0,1
"210249",1,0
"210250",1,0
"210251",1,0
"210252",1,0
"210253",0,0
"210254",1,0
"210255",1,0
"210256",8,1
"210257",1,0
"210258",0,0
"210259",1,0
"210260",0,1
"210261",0,1
"210262",0,2
"210263",0,1
"210264",0,0
"210265",0,0
"210266",0,0
"210267",2,1
"210268",4,0
"210269",0,0
"210270",1,0
"210271",1,0
"210272",0,0
"210273",0,1
"210274",0,1
"210275",1,1
"210276",0,1
"210277",1,0
"210278",0,0
"210279",0,0
"210280",0,0
"210281",1,0
"210282",0,0
"210283",0,1
"210284",0,0
"210285",2,0
"210286",0,0
"210287",1,0
"210288",1,0
"210289",1,0
"210290",0,0
"210291",0,0
"210292",2,1
"210293",1,0
"210294",0,1
"210295",1,0
"210296",1,0
"210297",1,0
"210298",1,0
"210299",0,0
"210300",0,1
"210301",0,0
"210302",1,0
"210303",1,0
"210304",0,0
"210305",0,1
"210306",1,0
"210307",1,0
"210308",0,0
"210309",0,0
"210310",0,0
"210311",0,0
"210312",1,0
"210313",0,0
"210314",1,0
"210315",0,0
"210316",0,0
"210317",0,0
"210318",1,1
"210319",0,0
"210320",0,2
"210321",0,0
"210322",0,0
"210323",0,0
"210324",1,0
"210325",0,0
"210326",1,0
"210327",0,1
"210328",0,0
"210329",1,0
"210330",0,0
"210331",0,0
"210332",0,2
"210333",0,0
"210334",0,0
"210335",1,0
"210336",0,1
"210337",0,0
"210338",1,0
"210339",0,0
"210340",0,1
"210341",0,0
"210342",0,1
"210343",0,1
"210344",1,0
"210345",0,1
"210346",0,0
"210347",0,0
"210348",0,0
"210349",1,0
"210350",0,1
"210351",1,1
"210352",0,0
"210353",1,0
"210354",1,0
"210355",1,0
"210356",1,0
"210357",1,0
"210358",1,0
"210359",1,0
"210360",0,0
"210361",0,0
"210362",2,0
"210363",2,0
"210364",1,0
"210365",0,0
"210366",0,1
"210367",0,1
"210368",0,2
"210369",0,1
"210370",0,0
"210371",1,0
"210372",1,0
"210373",0,0
"210374",0,0
"210375",0,0
"210376",0,1
"210377",0,0
"210378",0,0
"210379",1,0
"210380",0,2
"210381",0,0
"210382",1,0
"210383",0,0
"210384",1,0
"210385",0,0
"210386",0,0
"210387",0,0
"210388",1,0
"210389",0,0
"210390",0,0
"210391",0,0
"210392",1,0
"210393",0,1
"210394",0,1
"210395",0,1
"210396",1,0
"210397",1,0
"210398",1,0
"210399",2,0
"210400",2,0
"210401",1,1
"210402",0,1
"210403",0,0
"210404",0,0
"210405",1,0
"210406",0,0
"210407",0,1
"210408",1,0
"210409",1,0
"210410",0,1
"210411",0,0
"210412",1,0
"210413",1,1
"210414",1,0
"210415",0,0
"210416",1,0
"210417",0,0
"210418",2,0
"210419",0,0
"210420",0,0
"210421",1,0
"210422",0,0
"210423",0,1
"210424",2,0
"210425",1,0
"210426",0,1
"210427",0,0
"210428",0,1
"210429",0,1
"210430",1,0
"210431",2,0
"210432",0,0
"210433",1,0
"210434",1,0
"210435",0,0
"210436",1,0
"210437",0,0
"210438",0,1
"210439",0,1
"210440",0,0
"210441",1,0
"210442",0,0
"210443",0,1
"210444",0,0
"210445",0,0
"210446",0,0
"210447",1,0
"210448",1,0
"210449",1,0
"210450",2,0
"210451",0,0
"210452",1,0
"210453",0,0
"210454",0,1
"210455",0,1
"210456",4,0
"210457",0,0
"210458",0,1
"210459",1,0
"210460",3,0
"210461",1,0
"210462",3,1
"210463",2,0
"210464",1,0
"210465",1,0
"210466",1,0
"210467",2,0
"210468",2,1
"210469",1,0
"210470",0,0
"210471",1,0
"210472",0,0
"210473",0,0
"210474",1,1
"210475",1,0
"210476",1,1
"210477",0,1
"210478",0,0
"210479",0,1
"210480",1,0
"210481",0,1
"210482",0,0
"210483",0,0
"210484",0,1
"210485",1,0
"210486",0,0
"210487",0,0
"210488",1,0
"210489",0,1
"210490",0,0
"210491",1,0
"210492",1,1
"210493",0,0
"210494",0,0
"210495",0,0
"210496",0,1
"210497",0,1
"210498",0,0
"210499",0,0
"210500",0,0
"210501",1,1
"210502",1,0
"210503",1,0
"210504",0,0
"210505",1,0
"210506",0,0
"210507",0,0
"210508",1,0
"210509",1,0
"210510",1,0
"210511",0,0
"210512",0,1
"210513",1,0
"210514",1,0
"210515",0,1
"210516",0,3
"210517",1,0
"210518",1,0
"210519",0,0
"210520",1,0
"210521",1,0
"210522",0,0
"210523",0,0
"210524",2,0
"210525",1,0
"210526",3,0
"210527",2,2
"210528",0,0
"210529",0,0
"210530",0,0
"210531",2,1
"210532",1,0
"210533",0,0
"210534",0,0
"210535",0,0
"210536",0,0
"210537",0,0
"210538",0,0
"210539",0,0
"210540",1,0
"210541",0,1
"210542",1,0
"210543",0,0
"210544",2,0
"210545",0,1
"210546",1,0
"210547",0,0
"210548",0,0
"210549",1,1
"210550",0,0
"210551",1,0
"210552",1,1
"210553",1,1
"210554",1,0
"210555",0,1
"210556",0,0
"210557",1,0
"210558",0,0
"210559",0,1
"210560",0,0
"210561",0,0
"210562",1,0
"210563",1,0
"210564",0,2
"210565",1,0
"210566",0,0
"210567",0,0
"210568",1,0
"210569",0,0
"210570",1,0
"210571",2,0
"210572",0,0
"210573",0,0
"210574",0,0
"210575",0,1
"210576",0,1
"210577",0,0
"210578",1,0
"210579",1,0
"210580",0,1
"210581",0,0
"210582",0,0
"210583",0,0
"210584",0,1
"210585",1,0
"210586",1,0
"210587",1,0
"210588",0,0
"210589",1,1
"210590",0,0
"210591",1,0
"210592",0,0
"210593",1,0
"210594",0,0
"210595",0,0
"210596",0,1
"210597",0,1
"210598",1,0
"210599",0,1
"210600",1,1
"210601",0,0
"210602",0,0
"210603",0,0
"210604",0,0
"210605",0,0
"210606",0,0
"210607",0,0
"210608",0,0
"210609",0,1
"210610",1,0
"210611",0,2
"210612",0,0
"210613",0,0
"210614",1,0
"210615",1,0
"210616",1,0
"210617",1,0
"210618",0,0
"210619",1,0
"210620",0,0
"210621",1,0
"210622",0,0
"210623",1,0
"210624",1,0
"210625",1,0
"210626",1,0
"210627",1,1
"210628",0,1
"210629",0,0
"210630",0,1
"210631",0,0
"210632",1,0
"210633",1,0
"210634",1,0
"210635",1,1
"210636",1,0
"210637",1,0
"210638",0,0
"210639",0,0
"210640",0,0
"210641",1,0
"210642",1,0
"210643",0,0
"210644",0,1
"210645",1,0
"210646",0,0
"210647",1,0
"210648",0,0
"210649",0,0
"210650",1,0
"210651",0,0
"210652",1,0
"210653",0,0
"210654",0,1
"210655",3,0
"210656",0,1
"210657",1,0
"210658",0,0
"210659",1,0
"210660",1,0
"210661",2,0
"210662",0,0
"210663",2,0
"210664",0,0
"210665",0,1
"210666",0,0
"210667",0,0
"210668",0,2
"210669",0,1
"210670",0,1
"210671",0,0
"210672",0,0
"210673",0,0
"210674",0,1
"210675",1,0
"210676",1,0
"210677",1,0
"210678",0,0
"210679",2,0
"210680",0,0
"210681",0,0
"210682",0,0
"210683",2,0
"210684",1,0
"210685",1,0
"210686",0,0
"210687",0,0
"210688",0,1
"210689",1,1
"210690",0,1
"210691",1,0
"210692",0,1
"210693",0,1
"210694",0,0
"210695",1,0
"210696",0,1
"210697",0,0
"210698",1,0
"210699",0,1
"210700",1,0
"210701",1,0
"210702",1,0
"210703",0,0
"210704",0,1
"210705",0,1
"210706",1,0
"210707",1,0
"210708",0,0
"210709",0,0
"210710",1,0
"210711",0,1
"210712",0,0
"210713",1,0
"210714",0,1
"210715",1,0
"210716",0,0
"210717",1,0
"210718",2,0
"210719",0,0
"210720",1,0
"210721",1,0
"210722",0,0
"210723",2,0
"210724",0,1
"210725",1,0
"210726",1,1
"210727",1,0
"210728",1,0
"210729",0,0
"210730",0,0
"210731",0,0
"210732",1,0
"210733",0,0
"210734",0,0
"210735",0,0
"210736",0,0
"210737",0,1
"210738",1,0
"210739",1,0
"210740",0,0
"210741",1,0
"210742",0,0
"210743",1,0
"210744",2,0
"210745",0,1
"210746",0,0
"210747",0,0
"210748",0,0
"210749",1,0
"210750",0,1
"210751",1,0
"210752",0,1
"210753",0,0
"210754",0,0
"210755",1,0
"210756",1,0
"210757",1,1
"210758",0,0
"210759",0,0
"210760",1,0
"210761",0,0
"210762",2,0
"210763",0,0
"210764",1,0
"210765",1,1
"210766",0,0
"210767",1,0
"210768",0,1
"210769",0,0
"210770",1,0
"210771",0,0
"210772",1,0
"210773",1,0
"210774",1,0
"210775",1,1
"210776",0,0
"210777",0,0
"210778",1,0
"210779",2,0
"210780",0,1
"210781",1,0
"210782",0,0
"210783",0,0
"210784",0,0
"210785",0,0
"210786",0,0
"210787",0,1
"210788",1,0
"210789",0,1
"210790",1,0
"210791",0,1
"210792",1,0
"210793",0,0
"210794",1,1
"210795",0,0
"210796",1,0
"210797",0,0
"210798",0,1
"210799",1,1
"210800",0,2
"210801",1,0
"210802",1,0
"210803",0,0
"210804",0,0
"210805",1,0
"210806",0,0
"210807",1,0
"210808",0,0
"210809",1,0
"210810",0,0
"210811",1,0
"210812",1,0
"210813",0,0
"210814",1,0
"210815",1,1
"210816",0,0
"210817",3,0
"210818",0,1
"210819",0,0
"210820",1,0
"210821",0,0
"210822",0,0
"210823",0,0
"210824",1,0
"210825",1,0
"210826",1,0
"210827",0,0
"210828",0,0
"210829",0,0
"210830",1,0
"210831",2,0
"210832",1,0
"210833",1,0
"210834",0,0
"210835",1,0
"210836",1,0
"210837",1,1
"210838",0,0
"210839",2,0
"210840",1,0
"210841",0,0
"210842",1,0
"210843",0,1
"210844",1,0
"210845",1,0
"210846",0,0
"210847",0,0
"210848",0,2
"210849",1,0
"210850",1,0
"210851",0,0
"210852",1,0
"210853",1,0
"210854",2,0
"210855",0,0
"210856",0,0
"210857",0,0
"210858",0,1
"210859",0,0
"210860",3,1
"210861",1,0
"210862",0,0
"210863",0,1
"210864",0,1
"210865",1,1
"210866",2,0
"210867",0,1
"210868",0,0
"210869",0,1
"210870",1,0
"210871",0,1
"210872",1,0
"210873",0,1
"210874",0,0
"210875",0,0
"210876",1,1
"210877",0,0
"210878",1,0
"210879",0,0
"210880",0,0
"210881",0,0
"210882",2,0
"210883",0,1
"210884",0,0
"210885",0,0
"210886",0,1
"210887",1,0
"210888",0,0
"210889",0,0
"210890",0,0
"210891",2,0
"210892",1,0
"210893",0,0
"210894",0,0
"210895",0,0
"210896",1,0
"210897",0,0
"210898",1,0
"210899",0,0
"210900",0,1
"210901",0,0
"210902",0,1
"210903",1,0
"210904",0,0
"210905",0,0
"210906",0,0
"210907",0,1
"210908",1,0
"210909",0,1
"210910",0,1
"210911",0,0
"210912",1,0
"210913",1,0
"210914",1,0
"210915",0,0
"210916",0,0
"210917",1,0
"210918",1,0
"210919",1,0
"210920",1,0
"210921",1,0
"210922",1,1
"210923",1,0
"210924",0,0
"210925",0,1
"210926",1,0
"210927",1,0
"210928",1,0
"210929",1,0
"210930",0,2
"210931",0,0
"210932",2,0
"210933",0,0
"210934",1,0
"210935",1,0
"210936",0,0
"210937",0,0
"210938",1,0
"210939",0,1
"210940",1,0
"210941",0,1
"210942",0,2
"210943",0,0
"210944",1,1
"210945",1,0
"210946",0,1
"210947",2,1
"210948",0,0
"210949",1,0
"210950",0,0
"210951",0,0
"210952",0,0
"210953",0,0
"210954",0,0
"210955",0,0
"210956",0,0
"210957",0,1
"210958",1,1
"210959",0,0
"210960",1,0
"210961",1,0
"210962",1,0
"210963",1,0
"210964",0,0
"210965",0,0
"210966",0,0
"210967",2,0
"210968",1,0
"210969",0,0
"210970",1,0
"210971",1,0
"210972",1,0
"210973",1,0
"210974",1,0
"210975",1,0
"210976",0,1
"210977",0,0
"210978",0,2
"210979",0,0
"210980",0,1
"210981",1,0
"210982",0,0
"210983",0,0
"210984",2,0
"210985",1,0
"210986",2,0
"210987",0,1
"210988",0,0
"210989",0,0
"210990",2,0
"210991",1,0
"210992",0,0
"210993",1,0
"210994",1,0
"210995",0,1
"210996",1,0
"210997",0,0
"210998",0,0
"210999",1,0
"211000",1,0
"211001",0,1
"211002",1,0
"211003",1,0
"211004",0,1
"211005",2,0
"211006",1,0
"211007",1,0
"211008",1,0
"211009",0,0
"211010",0,1
"211011",0,0
"211012",0,1
"211013",0,1
"211014",0,0
"211015",1,0
"211016",0,1
"211017",1,0
"211018",1,0
"211019",1,0
"211020",0,0
"211021",1,0
"211022",1,0
"211023",0,0
"211024",1,0
"211025",1,0
"211026",1,0
"211027",1,0
"211028",1,0
"211029",1,1
"211030",0,0
"211031",1,0
"211032",1,0
"211033",1,0
"211034",1,0
"211035",3,0
"211036",0,0
"211037",3,0
"211038",0,0
"211039",0,1
"211040",0,0
"211041",0,1
"211042",0,0
"211043",0,0
"211044",2,0
"211045",0,0
"211046",2,0
"211047",0,1
"211048",2,0
"211049",0,1
"211050",0,0
"211051",3,0
"211052",1,1
"211053",1,1
"211054",0,1
"211055",1,1
"211056",0,1
"211057",0,0
"211058",0,0
"211059",1,0
"211060",0,0
"211061",1,0
"211062",0,0
"211063",1,0
"211064",1,0
"211065",1,1
"211066",0,1
"211067",1,0
"211068",0,0
"211069",2,0
"211070",0,0
"211071",0,0
"211072",5,0
"211073",0,1
"211074",0,0
"211075",0,1
"211076",0,1
"211077",0,0
"211078",0,0
"211079",2,0
"211080",0,0
"211081",0,1
"211082",2,0
"211083",1,0
"211084",1,1
"211085",0,0
"211086",0,1
"211087",2,0
"211088",0,0
"211089",0,0
"211090",1,0
"211091",0,2
"211092",1,0
"211093",0,0
"211094",0,0
"211095",0,0
"211096",1,1
"211097",0,0
"211098",0,1
"211099",0,0
"211100",0,1
"211101",2,0
"211102",0,0
"211103",0,1
"211104",0,1
"211105",1,0
"211106",0,0
"211107",0,0
"211108",0,0
"211109",0,0
"211110",1,0
"211111",2,0
"211112",0,0
"211113",0,1
"211114",0,0
"211115",0,0
"211116",1,0
"211117",1,0
"211118",1,0
"211119",1,0
"211120",1,0
"211121",0,0
"211122",2,0
"211123",0,0
"211124",0,1
"211125",0,1
"211126",1,0
"211127",3,1
"211128",1,1
"211129",0,1
"211130",1,0
"211131",1,0
"211132",0,0
"211133",1,0
"211134",1,0
"211135",1,0
"211136",2,0
"211137",1,0
"211138",3,0
"211139",0,0
"211140",1,0
"211141",1,1
"211142",0,0
"211143",1,0
"211144",1,0
"211145",0,1
"211146",1,0
"211147",1,0
"211148",1,0
"211149",1,0
"211150",1,0
"211151",1,0
"211152",0,1
"211153",1,0
"211154",1,0
"211155",0,1
"211156",1,0
"211157",0,1
"211158",1,0
"211159",0,1
"211160",0,1
"211161",0,0
"211162",1,0
"211163",1,0
"211164",0,2
"211165",1,0
"211166",0,1
"211167",0,2
"211168",3,0
"211169",0,2
"211170",0,0
"211171",0,0
"211172",0,0
"211173",1,0
"211174",0,0
"211175",0,1
"211176",0,1
"211177",0,0
"211178",0,0
"211179",0,0
"211180",1,0
"211181",2,0
"211182",0,1
"211183",1,0
"211184",0,0
"211185",0,0
"211186",1,0
"211187",0,0
"211188",1,0
"211189",0,0
"211190",1,0
"211191",0,1
"211192",1,0
"211193",1,0
"211194",1,0
"211195",1,0
"211196",0,0
"211197",0,1
"211198",0,0
"211199",2,0
"211200",0,0
"211201",0,1
"211202",1,0
"211203",0,0
"211204",0,0
"211205",0,0
"211206",1,1
"211207",1,0
"211208",1,0
"211209",0,0
"211210",1,0
"211211",1,0
"211212",1,0
"211213",1,0
"211214",0,1
"211215",2,0
"211216",0,1
"211217",0,2
"211218",0,1
"211219",1,0
"211220",0,0
"211221",0,1
"211222",1,0
"211223",0,2
"211224",0,1
"211225",0,1
"211226",0,1
"211227",0,1
"211228",0,0
"211229",0,1
"211230",2,0
"211231",1,0
"211232",0,0
"211233",0,0
"211234",0,1
"211235",1,0
"211236",0,0
"211237",1,0
"211238",0,0
"211239",1,0
"211240",0,1
"211241",0,1
"211242",1,1
"211243",0,0
"211244",1,0
"211245",2,0
"211246",0,0
"211247",3,0
"211248",0,0
"211249",0,0
"211250",1,0
"211251",1,0
"211252",0,1
"211253",0,0
"211254",1,0
"211255",1,0
"211256",1,1
"211257",0,0
"211258",1,0
"211259",0,0
"211260",0,0
"211261",0,0
"211262",1,0
"211263",0,1
"211264",3,0
"211265",0,0
"211266",0,1
"211267",0,0
"211268",1,1
"211269",0,0
"211270",1,1
"211271",1,0
"211272",0,0
"211273",0,1
"211274",0,1
"211275",1,0
"211276",0,0
"211277",2,1
"211278",0,1
"211279",0,1
"211280",0,0
"211281",0,1
"211282",1,0
"211283",0,0
"211284",0,0
"211285",3,0
"211286",0,0
"211287",1,0
"211288",0,1
"211289",0,0
"211290",0,0
"211291",0,0
"211292",1,0
"211293",1,0
"211294",2,0
"211295",1,0
"211296",0,1
"211297",2,0
"211298",1,0
"211299",0,1
"211300",1,0
"211301",1,0
"211302",1,0
"211303",0,0
"211304",1,0
"211305",0,0
"211306",0,0
"211307",0,0
"211308",1,0
"211309",1,0
"211310",0,1
"211311",1,0
"211312",2,3
"211313",1,0
"211314",0,0
"211315",1,0
"211316",0,1
"211317",2,0
"211318",0,0
